k6_support,k7_support,shared_shells,shared_shell_types,shared_distinct_shell_count,distinct_union_shells,distinct_union_shell_count,dropped_k6_shell,added_k7_shell,replacement_type,replacement_shape,mode_1,mode_1_shell,mode_1_type,mode_2,mode_2_shell,mode_2_type
77 85 166,77 85 158,77 85,B C,2,77 85 158 166,4,166,158,B->A,clean_distinct,-9 -2 0,85,C,-2 8 -3,77,B
77 89 138,77 89 194,77 89,B C,2,77 89 138 194,4,138,194,B->A,clean_distinct,-9 -2 -2,89,C,-4 5 6,77,B
77 89 174,77 89 158,77 89,B C,2,77 89 158 174,4,174,158,B->A,clean_distinct,-9 -2 -2,89,C,-2 3 8,77,B
77 89 198,77 89 134,77 89,B C,2,77 89 134 198,4,198,134,B->A,clean_distinct,-8 -5 0,89,C,-3 8 -2,77,B
77 97 132,77 97 216,77 97,B C,2,77 97 132 216,4,132,216,B->A,clean_distinct,-9 -4 0,97,C,-5 6 -4,77,B
77 97 142,77 97 206,77 97,B C,2,77 97 142 206,4,142,206,B->A,clean_distinct,-9 -4 0,97,C,-4 5 -6,77,B
77 97 154,77 97 194,77 97,B C,2,77 97 154 194,4,154,194,B->A,clean_distinct,-8 -3 -2,77,B,-5 6 6,97,C
77 97 198,77 97 150,77 97,B C,2,77 97 150 198,4,198,150,B->A,clean_distinct,-9 -4 0,97,C,-4 6 -5,77,B
77 97 214,77 97 134,77 97,B C,2,77 97 134 214,4,214,134,B->A,clean_distinct,-8 -3 -2,77,B,-6 6 5,97,C
80 110 198,80 110 182,80 110,C B,2,80 110 182 198,4,198,182,B->A,clean_distinct,-10 -3 -1,110,B,0 -4 8,80,C
80 110 230,80 110 150,80 110,C B,2,80 110 150 230,4,230,150,B->A,clean_distinct,-10 -3 -1,110,B,0 -8 4,80,C
80 110 246,80 110 134,80 110,C B,2,80 110 134 246,4,246,134,B->A,clean_distinct,-10 -3 -1,110,B,0 -8 -4,80,C
80 118 142,80 118 254,80 118,C B,2,80 118 142 254,4,142,254,B->A,clean_distinct,-9 -6 -1,118,B,-4 0 8,80,C
80 118 174,80 118 222,80 118,C B,2,80 118 174 222,4,174,222,B->A,clean_distinct,-10 -3 -3,118,B,0 -8 4,80,C
80 120 184,80 120 216,80 120,C B,2,80 120 184 216,4,184,216,B->A,clean_distinct,-10 -4 -2,120,B,-4 8 0,80,C
80 142 190,80 142 254,80 142,C B,2,80 142 190 254,4,190,254,B->A,clean_distinct,-9 -6 -5,142,B,0 -4 8,80,C
80 166 238,80 166 254,80 166,C B,2,80 166 238 254,4,238,254,B->A,clean_distinct,-11 -6 -3,166,B,-4 8 0,80,C
80 88 184,80 88 152,80 88,C B,2,80 88 152 184,4,184,152,B->A,clean_distinct,-8 -4 0,80,C,-4 6 -6,88,B
80 94 142,80 94 206,80 94,C B,2,80 94 142 206,4,142,206,B->A,clean_distinct,-9 -3 -2,94,B,0 -8 4,80,C
80 94 166,80 94 182,80 94,C B,2,80 94 166 182,4,166,182,B->A,clean_distinct,-9 -3 -2,94,B,0 -4 8,80,C
80 94 198,80 94 150,80 94,C B,2,80 94 150 198,4,198,150,B->A,clean_distinct,-9 -3 -2,94,B,-4 8 0,80,C
80 94 214,80 94 134,80 94,C B,2,80 94 134 214,4,214,134,B->A,clean_distinct,-9 -3 -2,94,B,-4 0 8,80,C
81 101 214,81 101 150,81 101,B C,2,81 101 150 214,4,214,150,B->A,clean_distinct,-9 -4 -2,101,C,-4 1 8,81,B
81 101 230,81 101 134,81 101,B C,2,81 101 134 230,4,230,134,B->A,clean_distinct,-10 -1 0,101,C,-3 6 -6,81,B
81 109 132,81 109 248,81 109,B C,2,81 109 132 248,4,132,248,B->A,clean_distinct,-8 -6 -3,109,C,-4 4 -7,81,B
81 109 174,81 109 206,81 109,B C,2,81 109 174 206,4,174,206,B->A,clean_distinct,-8 -6 -3,109,C,-1 -4 8,81,B
81 109 228,81 109 152,81 109,B C,2,81 109 152 228,4,228,152,B->A,clean_distinct,-10 -3 0,109,C,-4 7 -4,81,B
81 109 230,81 109 150,81 109,B C,2,81 109 150 230,4,230,150,B->A,clean_distinct,-8 -6 -3,109,C,-7 4 4,81,B
81 109 246,81 109 134,81 109,B C,2,81 109 134 246,4,246,134,B->A,clean_distinct,-10 -3 0,109,C,-4 4 -7,81,B
81 113 140,81 113 248,81 113,B C,2,81 113 140 248,4,140,248,B->A,clean_distinct,-10 -3 -2,113,C,-4 -1 8,81,B
81 113 154,81 113 234,81 113,B C,2,81 113 154 234,4,154,234,B->A,clean_distinct,-8 -7 0,113,C,-1 4 -8,81,B
81 113 166,81 113 222,81 113,B C,2,81 113 166 222,4,166,222,B->A,clean_distinct,-10 -3 -2,113,C,-4 4 7,81,B
81 113 172,81 113 216,81 113,B C,2,81 113 172 216,4,172,216,B->A,clean_distinct,-10 -3 -2,113,C,-4 7 4,81,B
81 113 230,81 113 158,81 113,B C,2,81 113 158 230,4,230,158,B->A,clean_distinct,-10 -3 -2,113,C,-4 8 -1,81,B
81 113 236,81 113 152,81 113,B C,2,81 113 152 236,4,236,152,B->A,clean_distinct,-10 -3 -2,113,C,-4 1 8,81,B
81 113 238,81 113 150,81 113,B C,2,81 113 150 238,4,238,150,B->A,clean_distinct,-10 -3 -2,113,C,-1 8 4,81,B
81 117 142,81 117 254,81 117,B C,2,81 117 142 254,4,142,254,B->A,clean_distinct,-10 -4 -1,117,C,-4 1 8,81,B
81 117 174,81 117 222,81 117,B C,2,81 117 174 222,4,174,222,B->A,clean_distinct,-10 -4 -1,117,C,-3 6 -6,81,B
81 117 190,81 117 206,81 117,B C,2,81 117 190 206,4,190,206,B->A,clean_distinct,-8 -7 -2,117,C,-1 4 -8,81,B
81 117 210,81 117 186,81 117,B C,2,81 117 186 210,4,210,186,B->A,clean_distinct,-9 -6 0,117,C,-4 7 -4,81,B
81 117 214,81 117 182,81 117,B C,2,81 117 182 214,4,214,182,B->A,clean_distinct,-10 -4 -1,117,C,-4 7 4,81,B
81 117 228,81 117 168,81 117,B C,2,81 117 168 228,4,228,168,B->A,clean_distinct,-9 -6 0,117,C,-1 4 -8,81,B
81 117 238,81 117 158,81 117,B C,2,81 117 158 238,4,238,158,B->A,clean_distinct,-8 -7 -2,117,C,-7 4 4,81,B
81 125 190,81 125 222,81 125,B C,2,81 125 190 222,4,190,222,B->A,clean_distinct,-8 -6 -5,125,C,-1 -4 8,81,B
81 125 196,81 125 216,81 125,B C,2,81 125 196 216,4,196,216,B->A,clean_distinct,-11 -2 0,125,C,-1 8 -4,81,B
81 125 230,81 125 182,81 125,B C,2,81 125 182 230,4,230,182,B->A,clean_distinct,-10 -4 -3,125,C,-4 1 8,81,B
81 137 214,81 137 222,81 137,B C,2,81 137 214 222,4,214,222,B->A,clean_distinct,-10 -6 -1,137,C,-4 7 -4,81,B
81 137 230,81 137 206,81 137,B C,2,81 137 206 230,4,230,206,B->A,clean_distinct,-10 -6 -1,137,C,-4 7 4,81,B
81 145 198,81 145 254,81 145,B C,2,81 145 198 254,4,198,254,B->A,clean_distinct,-10 -6 -3,145,C,-4 7 4,81,B
81 145 204,81 145 248,81 145,B C,2,81 145 204 248,4,204,248,B->A,clean_distinct,-10 -6 -3,145,C,-4 8 1,81,B
81 145 236,81 145 216,81 145,B C,2,81 145 216 236,4,236,216,B->A,clean_distinct,-10 -6 -3,145,C,-4 4 7,81,B
81 145 246,81 145 206,81 145,B C,2,81 145 206 246,4,246,206,B->A,clean_distinct,-10 -6 -3,145,C,-4 1 8,81,B
81 149 238,81 149 222,81 149,B C,2,81 149 222 238,4,238,222,B->A,clean_distinct,-12 -2 -1,149,C,-1 4 8,81,B
81 153 246,81 153 222,81 153,B C,2,81 153 222 246,4,246,222,B->A,clean_distinct,-9 -6 -6,153,C,-4 -1 8,81,B
81 85 138,81 85 194,81 85,B C,2,81 85 138 194,4,138,194,B->A,clean_distinct,-7 -6 0,85,C,-4 7 -4,81,B
81 85 174,81 85 158,81 85,B C,2,81 85 158 174,4,174,158,B->A,clean_distinct,-7 -6 0,85,C,-4 4 -7,81,B
81 89 154,81 89 186,81 89,B C,2,81 89 154 186,4,154,186,B->A,clean_distinct,-8 -5 0,89,C,-4 8 -1,81,B
81 89 172,81 89 168,81 89,B C,2,81 89 168 172,4,172,168,B->A,clean_distinct,-9 -2 -2,89,C,-1 -4 8,81,B
81 89 190,81 89 150,81 89,B C,2,81 89 150 190,4,190,150,B->A,clean_distinct,-7 -6 -2,89,C,-4 4 7,81,B
81 97 132,81 97 224,81 97,B C,2,81 97 132 224,4,132,224,B->A,clean_distinct,-9 -4 0,97,C,-1 8 -4,81,B
81 97 138,81 97 218,81 97,B C,2,81 97 138 218,4,138,218,B->A,clean_distinct,-9 -4 0,97,C,-4 4 -7,81,B
81 97 140,81 97 216,81 97,B C,2,81 97 140 216,4,140,216,B->A,clean_distinct,-8 -4 -1,81,B,-6 6 5,97,C
81 97 174,81 97 182,81 97,B C,2,81 97 174 182,4,174,182,B->A,clean_distinct,-7 -4 -4,81,B,-6 5 6,97,C
81 97 198,81 97 158,81 97,B C,2,81 97 158 198,4,198,158,B->A,clean_distinct,-8 -4 -1,81,B,-5 6 6,97,C
81 97 204,81 97 152,81 97,B C,2,81 97 152 204,4,204,152,B->A,clean_distinct,-7 -4 -4,81,B,-5 6 6,97,C
82 108 174,82 108 206,82 108,C B,2,82 108 174 206,4,174,206,B->A,clean_distinct,-10 -2 -2,108,B,-3 3 8,82,C
82 108 230,82 108 150,82 108,C B,2,82 108 150 230,4,230,150,B->A,clean_distinct,-10 -2 -2,108,B,-3 -3 8,82,C
82 108 246,82 108 134,82 108,C B,2,82 108 134 246,4,246,134,B->A,clean_distinct,-10 -2 -2,108,B,-1 -9 0,82,C
82 110 166,82 110 218,82 110,C B,2,82 110 166 218,4,166,218,B->A,clean_distinct,-10 -3 -1,110,B,-3 3 8,82,C
82 110 190,82 110 194,82 110,C B,2,82 110 190 194,4,190,194,B->A,clean_distinct,-10 -3 -1,110,B,-1 0 9,82,C
82 110 198,82 110 186,82 110,C B,2,82 110 186 198,4,198,186,B->A,clean_distinct,-10 -3 -1,110,B,-3 8 3,82,C
82 110 238,82 110 146,82 110,C B,2,82 110 146 238,4,238,146,B->A,clean_distinct,-9 -5 -2,110,B,0 -1 -9,82,C
82 118 166,82 118 234,82 118,C B,2,82 118 166 234,4,166,234,B->A,clean_distinct,-10 -3 -3,118,B,-1 0 9,82,C
82 120 198,82 120 206,82 120,C B,2,82 120 198 206,4,198,206,B->A,clean_distinct,-10 -4 -2,120,B,-3 3 8,82,C
82 120 210,82 120 194,82 120,C B,2,82 120 194 210,4,210,194,B->A,clean_distinct,-10 -4 -2,120,B,-3 8 -3,82,C
82 120 246,82 120 158,82 120,C B,2,82 120 158 246,4,246,158,B->A,clean_distinct,-10 -4 -2,120,B,0 -1 -9,82,C
82 132 246,82 132 182,82 132,C B,2,82 132 182 246,4,246,182,B->A,clean_distinct,-8 -8 -2,132,B,-3 3 -8,82,C
82 138 246,82 138 194,82 138,C B,2,82 138 194 246,4,246,194,B->A,clean_distinct,-11 -4 -1,138,B,-3 3 8,82,C
82 140 238,82 140 206,82 140,C B,2,82 140 206 238,4,238,206,B->A,clean_distinct,-10 -6 -2,140,B,-1 0 9,82,C
82 142 214,82 142 234,82 142,C B,2,82 142 214 234,4,214,234,B->A,clean_distinct,-9 -6 -5,142,B,-3 -3 8,82,C
82 84 138,82 84 194,82 84,C B,2,82 84 138 194,4,138,194,B->A,clean_distinct,-9 -1 0,82,C,-2 4 -8,84,B
82 84 174,82 84 158,82 84,C B,2,82 84 158 174,4,174,158,B->A,clean_distinct,-8 -4 -2,84,B,-3 3 8,82,C
83 101 174,83 101 194,83 101,B C,2,83 101 174 194,4,174,194,B->A,clean_distinct,-9 -4 -2,101,C,-1 -1 9,83,B
83 101 210,83 101 158,83 101,B C,2,83 101 158 210,4,210,158,B->A,clean_distinct,-9 -4 -2,101,C,-1 1 9,83,B
83 109 166,83 109 218,83 109,B C,2,83 109 166 218,4,166,218,B->A,clean_distinct,-10 -3 0,109,C,-1 -1 -9,83,B
83 109 190,83 109 194,83 109,B C,2,83 109 190 194,4,190,194,B->A,clean_distinct,-8 -6 -3,109,C,-5 3 7,83,B
83 109 198,83 109 186,83 109,B C,2,83 109 186 198,4,198,186,B->A,clean_distinct,-8 -6 -3,109,C,-3 7 -5,83,B
83 109 238,83 109 146,83 109,B C,2,83 109 146 238,4,238,146,B->A,clean_distinct,-8 -6 -3,109,C,-7 3 5,83,B
83 113 138,83 113 254,83 113,B C,2,83 113 138 254,4,138,254,B->A,clean_distinct,-10 -3 -2,113,C,-3 5 -7,83,B
83 113 174,83 113 218,83 113,B C,2,83 113 174 218,4,174,218,B->A,clean_distinct,-10 -3 -2,113,C,-1 1 9,83,B
83 113 198,83 113 194,83 113,B C,2,83 113 194 198,4,198,194,B->A,clean_distinct,-10 -3 -2,113,C,-3 5 7,83,B
83 113 246,83 113 146,83 113,B C,2,83 113 146 246,4,246,146,B->A,clean_distinct,-10 -3 -2,113,C,-1 1 -9,83,B
83 117 166,83 117 234,83 117,B C,2,83 117 166 234,4,166,234,B->A,clean_distinct,-10 -4 -1,117,C,-3 5 -7,83,B
83 117 214,83 117 186,83 117,B C,2,83 117 186 214,4,214,186,B->A,clean_distinct,-10 -4 -1,117,C,-3 7 -5,83,B
83 125 198,83 125 218,83 125,B C,2,83 125 198 218,4,198,218,B->A,clean_distinct,-10 -5 0,125,C,-3 5 -7,83,B
83 125 230,83 125 186,83 125,B C,2,83 125 186 230,4,230,186,B->A,clean_distinct,-10 -4 -3,125,C,-3 5 7,83,B
83 137 246,83 137 194,83 137,B C,2,83 137 194 246,4,246,194,B->A,clean_distinct,-11 -4 0,137,C,-3 5 -7,83,B
83 149 230,83 149 234,83 149,B C,2,83 149 230 234,4,230,234,B->A,clean_distinct,-12 -2 -1,149,C,-1 1 9,83,B
83 149 246,83 149 218,83 149,B C,2,83 149 218 246,4,246,218,B->A,clean_distinct,-12 -2 -1,149,C,-1 9 1,83,B
83 153 238,83 153 234,83 153,B C,2,83 153 234 238,4,238,234,B->A,clean_distinct,-10 -7 -2,153,C,-1 -1 9,83,B
83 157 246,83 157 234,83 157,B C,2,83 157 234 246,4,246,234,B->A,clean_distinct,-12 -3 -2,157,C,-1 -1 9,83,B
83 85 142,83 85 194,83 85,B C,2,83 85 142 194,4,142,194,B->A,clean_distinct,-9 -2 0,85,C,-3 7 -5,83,B
83 85 154,83 85 182,83 85,B C,2,83 85 154 182,4,154,182,B->A,clean_distinct,-9 -2 0,85,C,-1 1 -9,83,B
83 85 190,83 85 146,83 85,B C,2,83 85 146 190,4,190,146,B->A,clean_distinct,-9 -2 0,85,C,-1 -1 -9,83,B
83 89 138,83 89 206,83 89,B C,2,83 89 138 206,4,138,206,B->A,clean_distinct,-9 -1 -1,83,B,-2 -6 7,89,C
83 89 198,83 89 146,83 89,B C,2,83 89 146 198,4,198,146,B->A,clean_distinct,-9 -1 -1,83,B,0 -8 -5,89,C
83 89 210,83 89 134,83 89,B C,2,83 89 134 210,4,210,134,B->A,clean_distinct,-9 -1 -1,83,B,-2 -7 6,89,C
83 97 154,83 97 206,83 97,B C,2,83 97 154 206,4,154,206,B->A,clean_distinct,-9 -4 0,97,C,-1 -1 -9,83,B
83 97 166,83 97 194,83 97,B C,2,83 97 166 194,4,166,194,B->A,clean_distinct,-9 -4 0,97,C,-3 5 -7,83,B
83 97 174,83 97 186,83 97,B C,2,83 97 174 186,4,174,186,B->A,clean_distinct,-7 -5 -3,83,B,-6 6 5,97,C
83 97 214,83 97 146,83 97,B C,2,83 97 146 214,4,214,146,B->A,clean_distinct,-9 -4 0,97,C,-5 7 -3,83,B
84 100 144,84 100 224,84 100,B C,2,84 100 144 224,4,144,224,B->A,clean_distinct,-10 0 0,100,C,-2 -8 -4,84,B
84 106 198,84 106 182,84 106,B C,2,84 106 182 198,4,198,182,B->A,clean_distinct,-9 -5 0,106,C,-4 8 -2,84,B
84 106 230,84 106 150,84 106,B C,2,84 106 150 230,4,230,150,B->A,clean_distinct,-9 -4 -3,106,C,-4 -2 8,84,B
84 116 176,84 116 224,84 116,B C,2,84 116 176 224,4,176,224,B->A,clean_distinct,-10 -4 0,116,C,-2 8 -4,84,B
84 116 184,84 116 216,84 116,B C,2,84 116 184 216,4,184,216,B->A,clean_distinct,-10 -4 0,116,C,-4 8 -2,84,B
84 130 174,84 130 254,84 130,B C,2,84 130 174 254,4,174,254,B->A,clean_distinct,-11 -3 0,130,C,-4 8 -2,84,B
84 130 210,84 130 218,84 130,B C,2,84 130 210 218,4,210,218,B->A,clean_distinct,-11 -3 0,130,C,-2 8 -4,84,B
84 90 154,84 90 194,84 90,B C,2,84 90 154 194,4,154,194,B->A,clean_distinct,-8 -5 -1,90,C,-4 8 2,84,B
84 90 166,84 90 182,84 90,B C,2,84 90 166 182,4,166,182,B->A,clean_distinct,-8 -5 -1,90,C,-2 4 -8,84,B
84 90 198,84 90 150,84 90,B C,2,84 90 150 198,4,198,150,B->A,clean_distinct,-9 -3 0,90,C,-4 8 -2,84,B
84 90 214,84 90 134,84 90,B C,2,84 90 134 214,4,214,134,B->A,clean_distinct,-8 -5 -1,90,C,-2 8 -4,84,B
85 105 132,85 105 248,85 105,C B,2,85 105 132 248,4,132,248,B->A,clean_distinct,-10 -2 -1,105,B,-2 0 -9,85,C
85 105 174,85 105 206,85 105,C B,2,85 105 174 206,4,174,206,B->A,clean_distinct,-10 -2 -1,105,B,0 -7 6,85,C
85 105 228,85 105 152,85 105,C B,2,85 105 152 228,4,228,152,B->A,clean_distinct,-10 -2 -1,105,B,0 -6 -7,85,C
85 105 230,85 105 150,85 105,C B,2,85 105 150 230,4,230,150,B->A,clean_distinct,-10 -2 -1,105,B,0 -9 -2,85,C
85 107 166,85 107 218,85 107,C B,2,85 107 166 218,4,166,218,B->A,clean_distinct,-9 -2 0,85,C,-3 7 -7,107,B
85 107 190,85 107 194,85 107,C B,2,85 107 190 194,4,190,194,B->A,clean_distinct,-9 -5 -1,107,B,0 -2 9,85,C
85 107 238,85 107 146,85 107,C B,2,85 107 146 238,4,238,146,B->A,clean_distinct,-9 -5 -1,107,B,0 -6 7,85,C
85 115 166,85 115 234,85 115,C B,2,85 115 166 234,4,166,234,B->A,clean_distinct,-9 -5 -3,115,B,0 -7 6,85,C
85 121 230,85 121 182,85 121,C B,2,85 121 182 230,4,230,182,B->A,clean_distinct,-9 -6 -2,121,B,-6 7 0,85,C
85 123 210,85 123 206,85 123,C B,2,85 123 206 210,4,210,206,B->A,clean_distinct,-11 -1 -1,123,B,0 -7 6,85,C
85 123 230,85 123 186,85 123,C B,2,85 123 186 230,4,230,186,B->A,clean_distinct,-11 -1 -1,123,B,0 -9 -2,85,C
85 129 174,85 129 254,85 129,C B,2,85 129 174 254,4,174,254,B->A,clean_distinct,-9 -2 0,85,C,-4 8 -7,129,B
85 129 210,85 129 218,85 129,C B,2,85 129 210 218,4,210,218,B->A,clean_distinct,-11 -2 -2,129,B,0 -7 6,85,C
85 129 246,85 129 182,85 129,C B,2,85 129 182 246,4,246,182,B->A,clean_distinct,-10 -5 -2,129,B,0 -6 7,85,C
85 131 198,85 131 234,85 131,C B,2,85 131 198 234,4,198,234,B->A,clean_distinct,-9 -7 -1,131,B,-2 0 9,85,C
85 131 210,85 131 222,85 131,C B,2,85 131 210 222,4,210,222,B->A,clean_distinct,-11 -3 -1,131,B,0 -2 9,85,C
85 131 238,85 131 194,85 131,C B,2,85 131 194 238,4,238,194,B->A,clean_distinct,-11 -3 -1,131,B,0 -6 7,85,C
85 131 246,85 131 186,85 131,C B,2,85 131 186 246,4,246,186,B->A,clean_distinct,-11 -3 -1,131,B,0 -7 6,85,C
85 139 214,85 139 234,85 139,C B,2,85 139 214 234,4,214,234,B->A,clean_distinct,-11 -3 -3,139,B,-2 0 9,85,C
85 139 230,85 139 218,85 139,C B,2,85 139 218 230,4,230,218,B->A,clean_distinct,-11 -3 -3,139,B,0 -7 6,85,C
85 141 198,85 141 254,85 141,C B,2,85 141 198 254,4,198,254,B->A,clean_distinct,-11 -4 -2,141,B,-2 9 0,85,C
85 141 204,85 141 248,85 141,C B,2,85 141 204 248,4,204,248,B->A,clean_distinct,-10 -5 -4,141,B,0 -7 6,85,C
85 141 230,85 141 222,85 141,C B,2,85 141 222 230,4,230,222,B->A,clean_distinct,-10 -5 -4,141,B,0 -6 7,85,C
85 141 246,85 141 206,85 141,C B,2,85 141 206 246,4,246,206,B->A,clean_distinct,-11 -4 -2,141,B,0 -6 7,85,C
85 147 230,85 147 234,85 147,C B,2,85 147 230 234,4,230,234,B->A,clean_distinct,-11 -5 -1,147,B,0 -2 9,85,C
85 147 246,85 147 218,85 147,C B,2,85 147 218 246,4,246,218,B->A,clean_distinct,-7 -7 -7,147,B,-7 0 6,85,C
85 161 238,85 161 254,85 161,C B,2,85 161 238 254,4,238,254,B->A,clean_distinct,-11 -6 -2,161,B,-2 0 9,85,C
85 93 132,85 93 224,85 93,C B,2,85 93 132 224,4,132,224,B->A,clean_distinct,-8 -5 -2,93,B,0 -7 6,85,C
85 93 174,85 93 182,85 93,C B,2,85 93 174 182,4,174,182,B->A,clean_distinct,-9 -2 0,85,C,-2 8 -5,93,B
85 93 204,85 93 152,85 93,C B,2,85 93 152 204,4,204,152,B->A,clean_distinct,-8 -5 -2,93,B,-6 7 0,85,C
85 93 210,85 93 146,85 93,C B,2,85 93 146 210,4,210,146,B->A,clean_distinct,-8 -5 -2,93,B,0 -6 7,85,C
85 99 174,85 99 194,85 99,C B,2,85 99 174 194,4,174,194,B->A,clean_distinct,-9 -2 0,85,C,-1 7 -7,99,B
88 106 154,88 106 234,88 106,B C,2,88 106 154 234,4,154,234,B->A,clean_distinct,-9 -4 -3,106,C,-6 4 6,88,B
88 106 230,88 106 158,88 106,B C,2,88 106 158 230,4,230,158,B->A,clean_distinct,-9 -4 -3,106,C,-6 6 4,88,B
88 130 230,88 130 206,88 130,B C,2,88 130 206 230,4,230,206,B->A,clean_distinct,-9 -7 0,130,C,-4 6 -6,88,B
88 90 174,88 90 182,88 90,B C,2,88 90 174 182,4,174,182,B->A,clean_distinct,-7 -5 -4,90,C,-6 4 6,88,B
89 105 140,89 105 248,89 105,C B,2,89 105 140 248,4,140,248,B->A,clean_distinct,-10 -2 -1,105,B,-4 8 -3,89,C
89 105 154,89 105 234,89 105,C B,2,89 105 154 234,4,154,234,B->A,clean_distinct,-8 -5 -4,105,B,-4 8 3,89,C
89 105 166,89 105 222,89 105,C B,2,89 105 166 222,4,166,222,B->A,clean_distinct,-10 -2 -1,105,B,-3 4 8,89,C
89 105 172,89 105 216,89 105,C B,2,89 105 172 216,4,172,216,B->A,clean_distinct,-10 -2 -1,105,B,0 -8 5,89,C
89 105 230,89 105 158,89 105,C B,2,89 105 158 230,4,230,158,B->A,clean_distinct,-10 -2 -1,105,B,-3 8 -4,89,C
89 105 236,89 105 152,89 105,C B,2,89 105 152 236,4,236,152,B->A,clean_distinct,-10 -2 -1,105,B,-4 8 3,89,C
89 105 238,89 105 150,89 105,C B,2,89 105 150 238,4,238,150,B->A,clean_distinct,-8 -5 -4,105,B,-7 2 6,89,C
89 107 138,89 107 254,89 107,C B,2,89 107 138 254,4,138,254,B->A,clean_distinct,-9 -5 -1,107,B,-4 3 -8,89,C
89 107 174,89 107 218,89 107,C B,2,89 107 174 218,4,174,218,B->A,clean_distinct,-9 -5 -1,107,B,-2 7 -6,89,C
89 107 198,89 107 194,89 107,C B,2,89 107 194 198,4,198,194,B->A,clean_distinct,-9 -5 -1,107,B,-4 8 -3,89,C
89 107 210,89 107 182,89 107,C B,2,89 107 182 210,4,210,182,B->A,clean_distinct,-9 -5 -1,107,B,-4 8 3,89,C
89 107 246,89 107 146,89 107,C B,2,89 107 146 246,4,246,146,B->A,clean_distinct,-9 -5 -1,107,B,-2 9 -2,89,C
89 115 154,89 115 254,89 115,C B,2,89 115 154 254,4,154,254,B->A,clean_distinct,-9 -5 -3,115,B,-6 7 -2,89,C
89 115 214,89 115 194,89 115,C B,2,89 115 194 214,4,214,194,B->A,clean_distinct,-9 -5 -3,115,B,-5 8 0,89,C
89 121 166,89 121 254,89 121,C B,2,89 121 166 254,4,166,254,B->A,clean_distinct,-11 0 0,121,B,-2 -9 -2,89,C
89 121 172,89 121 248,89 121,C B,2,89 121 172 248,4,172,248,B->A,clean_distinct,-9 -6 -2,121,B,-3 4 -8,89,C
89 121 198,89 121 222,89 121,C B,2,89 121 198 222,4,198,222,B->A,clean_distinct,-9 -6 -2,121,B,-4 8 -3,89,C
89 121 204,89 121 216,89 121,C B,2,89 121 204 216,4,204,216,B->A,clean_distinct,-9 -6 -2,121,B,-5 8 0,89,C
89 121 214,89 121 206,89 121,C B,2,89 121 206 214,4,214,206,B->A,clean_distinct,-9 -6 -2,121,B,-4 3 8,89,C
89 121 238,89 121 182,89 121,C B,2,89 121 182 238,4,238,182,B->A,clean_distinct,-9 -6 -2,121,B,0 -5 8,89,C
89 123 190,89 123 234,89 123,C B,2,89 123 190 234,4,190,234,B->A,clean_distinct,-11 -1 -1,123,B,-2 2 9,89,C
89 123 230,89 123 194,89 123,C B,2,89 123 194 230,4,230,194,B->A,clean_distinct,-11 -1 -1,123,B,-2 6 7,89,C
89 123 238,89 123 186,89 123,C B,2,89 123 186 238,4,238,186,B->A,clean_distinct,-11 -1 -1,123,B,0 -8 -5,89,C
89 129 214,89 129 222,89 129,C B,2,89 129 214 222,4,214,222,B->A,clean_distinct,-10 -5 -2,129,B,-3 8 -4,89,C
89 129 230,89 129 206,89 129,C B,2,89 129 206 230,4,230,206,B->A,clean_distinct,-11 -2 -2,129,B,0 -8 5,89,C
89 131 246,89 131 194,89 131,C B,2,89 131 194 246,4,246,194,B->A,clean_distinct,-11 -3 -1,131,B,-3 4 8,89,C
89 133 196,89 133 248,89 133,C B,2,89 133 196 248,4,196,248,B->A,clean_distinct,-9 -6 -4,133,B,-5 0 8,89,C
89 133 210,89 133 234,89 133,C B,2,89 133 210 234,4,210,234,B->A,clean_distinct,-9 -6 -4,133,B,-2 -2 9,89,C
89 133 228,89 133 216,89 133,C B,2,89 133 216 228,4,228,216,B->A,clean_distinct,-9 -6 -4,133,B,-5 8 0,89,C
89 139 238,89 139 218,89 139,C B,2,89 139 218 238,4,238,218,B->A,clean_distinct,-9 -7 -3,139,B,-2 -2 9,89,C
89 141 238,89 141 222,89 141,C B,2,89 141 222 238,4,238,222,B->A,clean_distinct,-11 -4 -2,141,B,-2 2 9,89,C
89 147 238,89 147 234,89 147,C B,2,89 147 234 238,4,238,234,B->A,clean_distinct,-11 -5 -1,147,B,-4 8 3,89,C
89 161 246,89 161 254,89 161,C B,2,89 161 246 254,4,246,254,B->A,clean_distinct,-12 -4 -1,161,B,-2 7 -6,89,C
89 91 138,89 91 222,89 91,C B,2,89 91 138 222,4,138,222,B->A,clean_distinct,-9 -3 -1,91,B,-5 8 0,89,C
89 91 142,89 91 218,89 91,C B,2,89 91 142 218,4,142,218,B->A,clean_distinct,-9 -3 -1,91,B,-4 3 8,89,C
89 91 166,89 91 194,89 91,C B,2,89 91 166 194,4,166,194,B->A,clean_distinct,-9 -3 -1,91,B,-3 4 8,89,C
89 91 174,89 91 186,89 91,C B,2,89 91 174 186,4,174,186,B->A,clean_distinct,-9 -3 -1,91,B,-2 2 9,89,C
89 91 210,89 91 150,89 91,C B,2,89 91 150 210,4,210,150,B->A,clean_distinct,-9 -3 -1,91,B,-4 8 -3,89,C
89 93 142,89 93 222,89 93,C B,2,89 93 142 222,4,142,222,B->A,clean_distinct,-8 -5 -2,93,B,-3 4 -8,89,C
